MONTH ,DAY,YEAR,HOUR,TEMPERATURE,PRECIPITATION,STATUS
1,21,2011,1800,24°C,0.1 mm,Patchy rain possible
1,22,2011,600,25°C,0.0 mm,Partly cloudy
1,22,2011,900,27°C,0.0 mm,Partly cloudy
1,22,2011,1200,28°C,0.0 mm,Partly cloudy
1,22,2011,1500,27°C,0.0 mm,Overcast
1,22,2011,1800,24°C,0.0 mm,Partly cloudy
1,23,2011,600,26°C,0.0 mm,Cloudy
1,23,2011,900,27°C,0.0 mm,Partly cloudy
1,23,2011,1200,28°C,0.2 mm,Patchy rain possible
1,23,2011,1500,27°C,0.7 mm,Moderate rain at times
1,23,2011,1800,25°C,0.2 mm,Patchy rain possible
1,24,2011,600,25°C,0.0 mm,Partly cloudy
1,24,2011,900,27°C,0.0 mm,Cloudy
1,24,2011,1200,26°C,0.0 mm,Partly cloudy
1,24,2011,1500,26°C,0.1 mm,Patchy rain possible
1,24,2011,1800,24°C,0.0 mm,Cloudy
1,25,2011,600,24°C,0.0 mm,Cloudy
1,25,2011,900,26°C,0.0 mm,Cloudy
1,25,2011,1200,26°C,0.0 mm,Partly cloudy
1,25,2011,1500,25°C,0.0 mm,Partly cloudy
1,25,2011,1800,23°C,0.0 mm,Cloudy
1,26,2011,600,25°C,0.0 mm,Cloudy
1,26,2011,900,27°C,0.0 mm,Cloudy
1,26,2011,1200,26°C,0.0 mm,Cloudy
1,26,2011,1500,25°C,0.0 mm,Cloudy
1,26,2011,1800,24°C,0.0 mm,Cloudy
1,27,2011,600,24°C,0.0 mm,Cloudy
1,27,2011,900,26°C,0.0 mm,Clear
1,27,2011,1200,26°C,0.0 mm,Partly cloudy
1,27,2011,1500,25°C,0.0 mm,Partly cloudy
1,27,2011,1800,24°C,0.0 mm,Cloudy
1,28,2011,600,24°C,0.0 mm,Cloudy
1,28,2011,900,26°C,0.0 mm,Partly cloudy
1,28,2011,1200,27°C,0.0 mm,Partly cloudy
1,28,2011,1500,26°C,0.0 mm,Partly cloudy
1,28,2011,1800,24°C,0.0 mm,Partly cloudy
1,29,2011,600,25°C,0.0 mm,Partly cloudy
1,29,2011,900,26°C,0.0 mm,Clear
1,29,2011,1200,27°C,0.0 mm,Partly cloudy
1,29,2011,1500,26°C,0.0 mm,Partly cloudy
1,29,2011,1800,23°C,0.0 mm,Cloudy
1,30,2011,600,24°C,0.0 mm,Partly cloudy
1,30,2011,900,26°C,0.0 mm,Clear
1,30,2011,1200,27°C,0.0 mm,Clear
1,30,2011,1500,26°C,0.0 mm,Clear
1,30,2011,1800,24°C,0.0 mm,Partly cloudy
1,31,2011,600,23°C,0.0 mm,Overcast
1,31,2011,900,25°C,0.0 mm,Overcast
1,31,2011,1200,24°C,0.0 mm,Overcast
1,31,2011,1500,24°C,0.0 mm,Overcast
1,31,2011,1800,23°C,0.0 mm,Cloudy
2,1,2011,600,23°C,0.0 mm,Cloudy
2,1,2011,900,25°C,0.0 mm,Cloudy
2,1,2011,1200,25°C,0.0 mm,Cloudy
2,1,2011,1500,24°C,0.0 mm,Cloudy
2,1,2011,1800,22°C,0.0 mm,Overcast
2,2,2011,600,23°C,0.0 mm,Partly cloudy
2,2,2011,900,26°C,0.0 mm,Partly cloudy
2,2,2011,1200,25°C,0.0 mm,Partly cloudy
2,2,2011,1500,24°C,0.0 mm,Partly cloudy
2,2,2011,1800,22°C,0.0 mm,Cloudy
2,3,2011,600,24C,0.0 mm,Cloudy
2,3,2011,900,25°C,0.0 mm,Cloudy
2,3,2011,1200,24°C,0.0 mm,Cloudy
2,3,2011,1500,24°C,0.0 mm,Cloudy
2,3,2011,1800,22°C,0.0 mm,Cloudy
2,4,2011,600,23°C,0.2 mm,Patchy rain possible
2,4,2011,900,24°C,0.0 mm,Overcast
2,4,2011,1200,26°C,0.0 mm,Overcast
2,4,2011,1500,25°C,0.0 mm,Cloudy
2,4,2011,1800,24°C,0.0 mm,Cloudy
2,5,2011,600,25°C,3.0 mm,Moderate or heavy rain shower
2,5,2011,900,25°C,1.3 mm,Heavy rain at times
2,5,2011,1200,26°C,1.0 mm,Heavy rain at times
2,5,2011,1500,25°C,0.0 mm,Cloudy
2,5,2011,1800,23°C,0.0 mm,Overcast
2,6,2011,600,25°C,0.0 mm,Overcast
2,6,2011,900,27°C,0.0 mm,Partly cloudy
2,6,2011,1200,28°C,0.0 mm,Partly cloudy
2,6,2011,1500,28°C,0.0 mm,Clear
2,6,2011,1800,25°C,0.0 mm,Partly cloudy
2,7,2011,600,25°C,0.0 mm,Cloudy
2,7,2011,900,27°C,0.0 mm,Partly cloudy
2,7,2011,1200,28°C,0.1 mm,Patchy rain possible
2,7,2011,1500,28°C,0.7 mm,Moderate rain at times
2,7,2011,1800,24°C,1.6 mm,Moderate or heavy rain shower
2,8,2011,600,24°C,0.0 mm,Partly cloudy
2,8,2011,900,28°C,0.0 mm,Partly cloudy
2,8,2011,1200,30°C,0.0 mm,Partly cloudy
2,8,2011,1500,28°C,0.0 mm,Partly cloudy
2,8,2011,1800,24°C,0.0 mm,Clear
2,9,2011,600,25°C,0.0 mm,Clear
2,9,2011,900,29°C,0.0 mm,Clear
2,9,2011,1200,30°C,0.1 mm,Patchy rain possible
2,9,2011,1500,28°C,1.4 mm,Heavy rain at times
2,9,2011,1800,25°C,0.0 mm,Partly cloudy
2,10,2011,600,24°C,0.0 mm,Partly cloudy
2,10,2011,900,28°C,0.0 mm,Partly cloudy
2,10,2011,1200,29°C,0.0 mm,Partly cloudy
2,10,2011,1500,28°C,1.0 mm,Clear
2,10,2011,1800,25°C,0.0 mm,Partly cloudy
2,11,2011,600,26°C,0.0 mm,Partly cloudy
2,11,2011,900,29°C,0.0 mm,Clear
2,11,2011,1200,29°C,0.0 mm,Clear
2,11,2011,1500,28°C,0.0 mm,Partly cloudy
2,11,2011,1800,25°C,0.0 mm,Partly cloudy
2,12,2011,600,25°C,0.0 mm,Cloudy
2,12,2011,900,27°C,0.0 mm,Cloudy
2,12,2011,1200,26°C,0.0 mm,Cloudy
2,12,2011,1500,25°C,0.0 mm,Overcast
2,12,2011,1800,23°C,0.0 mm,Overcast
2,13,2011,600,23°C,0.0 mm,Overcast
2,13,2011,900,25°C,0.0 mm,Cloudy
2,13,2011,1200,25°C,0.2 mm,Patchy rain possible
2,13,2011,1500,25°C,0.0 mm,Cloudy
2,13,2011,1800,24°C,0.0 mm,Cloudy
2,14,2011,600,24°C,0.0 mm,Cloudy
2,14,2011,900,27°C,0.0 mm,Partly cloudy
2,14,2011,1200,27°C,0.0 mm,Partly cloudy
2,14,2011,1500,26°C,2.4 mm,Moderate or heavy rain shower
2,14,2011,1800,25°C,0.0 mm,Partly cloudy
2,15,2011,600,25°C,0.0 mm,Cloudy
2,15,2011,900,28°C,0.0 mm,Partly cloudy
2,15,2011,1200,27°C,0.2 mm,Patchy rain possible
2,15,2011,1500,26°C,0.0 mm,Cloudy
2,15,2011,1800,24°C,0.0 mm,Cloudy
2,16,2011,600,25°C,0.0 mm,Cloudy
2,16,2011,900,27°C,0.0 mm,Partly cloudy
2,16,2011,1200,28°C,0.0 mm,Partly cloudy
2,16,2011,1500,27°C,0.2 mm,Patchy rain possible
2,16,2011,1800,25°C,0.0 mm,Partly cloudy
2,17,2011,600,25°C,0.0 mm,Partly cloudy
2,17,2011,900,27°C,0.0 mm,Clear
2,17,2011,1200,28°C,0.0 mm,Clear
2,17,2011,1500,27°C,0.0 mm,Clear
2,17,2011,1800,25°C,0.0 mm,Clear
2,18,2011,600,25°C,0.0 mm,Partly cloudy
2,18,2011,900,27°C,0.0 mm,Clear
2,18,2011,1200,28°C,0.0 mm,Clear
2,18,2011,1500,28°C,0.0 mm,Clear
2,18,2011,1800,25°C,0.0 mm,Clear
2,19,2011,600,25°C,0.0 mm,Partly cloudy
2,19,2011,900,27°C,0.0 mm,Clear
2,19,2011,1200,28°C,0.0 mm,Clear
2,19,2011,1500,27°C,0.0 mm,Clear
2,19,2011,1800,24°C,0.0 mm,Clear
2,20,2011,600,24°C,0.0 mm,Partly cloudy
2,20,2011,900,27°C,0.0 mm,Clear
2,20,2011,1200,29°C,0.0 mm,Clear
2,20,2011,1500,29°C,0.0 mm,Clear
2,20,2011,1800,25°C,0.0 mm,Clear
2,21,2011,600,24°C,0.0 mm,Partly cloudy
2,21,2011,900,27°C,0.0 mm,Clear
2,21,2011,1200,27°C,0.0 mm,Clear
2,21,2011,1500,28°C,0.0 mm,Clear
2,21,2011,1800,24°C,0.0 mm,Clear
2,22,2011,600,25°C,0.0 mm,Cloudy
2,22,2011,900,26°C,0.0 mm,Partly cloudy
2,22,2011,1200,27°C,0.0 mm,Partly cloudy
2,22,2011,1500,26°C,0.0 mm,Partly cloudy
2,22,2011,1800,24°C,0.0 mm,Partly cloudy
2,23,2011,600,24°C,0.0 mm,Cloudy
2,23,2011,900,27°C,0.0 mm,Partly cloudy
2,23,2011,1200,26°C,0.0 mm,Clear
2,23,2011,1500,26°C,0.0 mm,Clear
2,23,2011,1800,24°C,0.0 mm,Clear
2,24,2011,600,24°C,0.0 mm,Partly cloudy
2,24,2011,900,26°C,0.0 mm,Clear
2,24,2011,1200,27°C,0.0 mm,Clear
2,24,2011,1500,26°C,0.0 mm,Clear
2,24,2011,1800,24°C,0.0 mm,Clear
2,25,2011,600,24°C,0.0 mm,Cloudy
2,25,2011,900,26°C,0.0 mm,Partly cloudy
2,25,2011,1200,27°C,0.0 mm,Partly cloudy
2,25,2011,1500,27°C,0.0 mm,Clear
2,25,2011,1800,24°C,0.0 mm,Partly cloudy
2,26,2011,600,24°C,0.0 mm,Cloudy
2,26,2011,900,27°C,0.0 mm,Partly cloudy
2,26,2011,1200,27°C,0.0 mm,Partly cloudy
2,26,2011,1500,26°C,0.0 mm,Clear
2,26,2011,1800,24°C,0.0 mm,Cloudy
2,27,2011,600,25°C,0.0 mm,Cloudy
2,27,2011,900,27°C,0.0 mm,Overcast
2,27,2011,1200,28°C,0.0 mm,Cloudy
2,27,2011,1500,27°C,0.0 mm,Cloudy
2,27,2011,1800,24°C,0.0 mm,Cloudy
2,28,2011,600,25°C,0.0 mm,Cloudy
2,28,2011,900,29°C,0.0 mm,Cloudy
2,28,2011,1200,28°C,0.0 mm,Partly cloudy
2,28,2011,1500,28°C,0.0 mm,Partly cloudy
2,28,2011,1800,26°C,0.0 mm,Cloudy
3,1,2011,600,26°C,0.0 mm,Partly cloudy
3,1,2011,900,28°C,0.0 mm,Cloudy
3,1,2011,1200,28°C,0.0 mm,Cloudy
3,1,2011,1500,28°C,0.0 mm,Cloudy
3,1,2011,1800,25°C,0.0 mm,Cloudy
3,2,2011,600,25°C,0.0 mm,Cloudy
3,2,2011,900,28°C,0.0 mm,Partly cloudy
3,2,2011,1200,28°C,1.0 mm,Heavy rain at times
3,2,2011,1500,27°C,0.0\9 mm,Heavy rain at times
3,2,2011,1800,25°C,0.0 mm,Cloudy
3,3,2011,600,25°C,0.0 mm,Overcast
3,3,2011,900,27°C,0.0 mm,Cloudy
3,3,2011,1200,28°C,0.0 mm,Cloudy
3,3,2011,1500,27°C,0.2 mm,Patchy rain possible
3,3,2011,1800,24°C,0.0 mm,Partly cloudy
3,4,2011,600,25°C,0.1 mm,Patchy rain possible
3,4,2011,900,26°C,0.0 mm,Cloudy
3,4,2011,1200,28°C,0.1 mm,Patchy rain possible
3,4,2011,1500,27°C,0.0 mm,Overcast
3,4,2011,1800,24°C,0.0 mm,Partly cloudy
3,5,2011,600,25°C,0.7 mm,Moderate rain at times
3,5,2011,900,27°C,0.0 mm,Overcast
3,5,2011,1200,28°C,0.0 mm,Cloudy
3,5,2011,1500,27°C,0.2 mm,Patchy rain possible
3,5,2011,1800,24°C,0.0 mm,Partly cloudy
3,6,2011,600,25°C,0.0 mm,Partly cloudy
3,6,2011,900,27°C,0.0 mm,Cloudy
3,6,2011,1200,28°C,0.0 mm,Cloudy
3,6,2011,1500,28°C,0.0 mm,Cloudy
3,6,2011,1800,26°C,0.0 mm,Clear
3,7,2011,600,25°C,0.0 mm,Partly cloudy
3,7,2011,900,29°C,0.0 mm,Clear
3,7,2011,1200,29°C,0.0 mm,Clear
3,7,2011,1500,29°C,0.0 mm,Clear
3,7,2011,1800,25°C,0.0 mm,Clear
3,8,2011,600,25°C,0.0 mm,Clear
3,8,2011,900,26°C,0.0 mm,Partly cloudy
3,8,2011,1200,27°C,0.0 mm,Partly cloudy
3,8,2011,1500,26°C,0.0 mm,Cloudy
3,8,2011,1800,25°C,0.0 mm,Cloudy
3,9,2011,600,25°C,0.0 mm,Overcast
3,9,2011,900,25°C,0.0 mm,Cloudy
3,9,2011,1200,25°C,0.0 mm,Cloudy
3,9,2011,1500,26°C,0.0 mm,Cloudy
3,9,2011,1800,24°C,0.0 mm,Cloudy
3,10,2011,600,25°C,0.0 mm,Overcast
3,10,2011,900,27°C,0.0 mm,Cloudy
3,10,2011,1200,27°C,0.0 mm,Partly cloudy
3,10,2011,1500,27°C,0.0 mm,Partly cloudy
3,10,2011,1800,24°C,0.0 mm,Cloudy
3,11,2011,600,25°C,0.0 mm,Cloudy
3,11,2011,900,27°C,0.0 mm,Partly cloudy
3,11,2011,1200,27°C,0.0 mm,Partly cloudy
3,11,2011,1500,26°C,0.0 mm,Clear
3,11,2011,1800,24°C,0.0 mm,Partly cloudy
3,12,2011,600,25°C,0.0 mm,Cloudy
3,12,2011,900,27°C,0.0 mm,Partly cloudy
3,12,2011,1200,27°C,0.0 mm,Partly cloudy
3,12,2011,1500,27°C,0.0 mm,Partly cloudy
3,12,2011,1800,24°C,0.0 mm,Partly cloudy
3,13,2011,600,25°C,0.0 mm,Cloudy
3,13,2011,900,28°C,0.0 mm,Overcast
3,13,2011,1200,27°C,0.0 mm,Cloudy
3,13,2011,1500,27°C,0.0 mm,Cloudy
3,13,2011,1800,25°C,0.0 mm,Partly cloudy
3,14,2011,600,26°C,0.0 mm,Overcast
3,14,2011,900,28°C,0.0 mm,Clear
3,14,2011,1200,28°C,0.0 mm,Clear
3,14,2011,1500,28°C,0.0 mm,Clear
3,14,2011,1800,25°C,0.0 mm,Partly cloudy
3,15,2011,600,26°C,0.0 mm,Cloudy
3,15,2011,900,28°C,0.0 mm,Partly cloudy
3,15,2011,1200,28°C,0.0 mm,Partly cloudy
3,15,2011,1500,27°C,0.0 mm,Partly cloudy
3,15,2011,1800,25°C,0.0 mm,Partly cloudy
3,16,2011,600,25°C,0.0 mm,Overcast
3,16,2011,900,28°C,0.0 mm,Cloudy
3,16,2011,1200,27°C,0.0 mm,Cloudy
3,16,2011,1500,27°C,0.0 mm,Cloudy
3,16,2011,1800,24°C,0.0 mm,Overcast
3,17,2011,600,26°C,0.0 mm,Cloudy
3,17,2011,900,28°C,0.0 mm,Partly cloudy
3,17,2011,1200,27°C,0.0 mm,Cloudy
3,17,2011,1500,26°C,0.0 mm,Cloudy
3,17,2011,1800,25°C,0.0 mm,Overcast
3,18,2011,600,24°C,0.0 mm,Overcast
3,18,2011,900,27°C,0.0 mm,Overcast
3,18,2011,1200,26°C,0.0 mm,Overcast
3,18,2011,1500,26°C,0.0 mm,Overcast
3,18,2011,1800,24°C,0.0 mm,Overcast
3,19,2011,600,24°C,0.0 mm,Cloudy
3,19,2011,900,26°C,0.0 mm,Cloudy
3,19,2011,1200,26°C,0.0 mm,Cloudy
3,19,2011,1500,26°C,0.0 mm,Cloudy
3,19,2011,1800,25°C,0.0 mm,Cloudy
3,20,2011,600,26°C,0.0 mm,Partly cloudy
3,20,2011,900,28°C,0.0 mm,Partly cloudy
3,20,2011,1200,28°C,0.0 mm,Cloudy
3,20,2011,1500,27°C,0.0 mm,Cloudy
3,20,2011,1800,24°C,0.0 mm,Overcast
3,21,2011,600,26°C,0.0 mm,Partly cloudy
3,21,2011,900,28°C,0.0 mm,Partly cloudy
3,21,2011,1200,29°C,0.2 mm,Patchy rain possible
3,21,2011,1500,28°C,0.0 mm,Partly cloudy
3,21,2011,1800,26°C,0.0 mm,Cloudy
3,22,2011,600,26°C,0.0 mm,Cloudy
3,22,2011,900,29°C,0.0 mm,Clear
3,22,2011,1200,30°C,0.0 mm,Partly cloudy
3,22,2011,1500,29°C,0.0 mm,Partly cloudy
3,22,2011,1800,26°C,0.0 mm,Partly cloudy
3,23,2011,600,26°C,0.0 mm,Cloudy
3,23,2011,900,29°C,0.0 mm,Cloudy
3,23,2011,1200,28°C,0.0 mm,Partly cloudy
3,23,2011,1500,27°C,0.0 mm,Partly cloudy
3,23,2011,1800,25°C,0.0 mm,Overcast
3,24,2011,600,26°C,0.0 mm,Cloudy
3,24,2011,900,28°C,0.0 mm,Partly cloudy
3,24,2011,1200,28°C,0.0 mm,Partly cloudy
3,24,2011,1500,28°C,0.0 mm,Partly cloudy
3,24,2011,1800,25°C,0.0 mm,Partly cloudy
3,25,2011,600,25°C,0.0 mm,Overcast
3,25,2011,900,28°C,0.0 mm,Cloudy
3,25,2011,1200,27°C,0.0 mm,Cloudy
3,25,2011,1500,28°C,0.0 mm,Cloudy
3,25,2011,1800,25°C,0.0 mm,Cloudy
3,26,2011,600,25°C,0.0 mm,Cloudy
3,26,2011,900,27°C,0.0 mm,Cloudy
3,26,2011,1200,27°C,0.0 mm,Cloudy
3,26,2011,1500,27°C,0.0 mm,Partly cloudy
3,26,2011,1800,24°C,0.0 mm,Overcast
3,27,2011,600,25°C,0.0 mm,Overcast
3,27,2011,900,26°C,0.0 mm,Cloudy
3,27,2011,1200,26°C,0.0 mm,Cloudy
3,27,2011,1500,26°C,0.0 mm,Partly cloudy
3,27,2011,1800,24°C,0.1 mm,Patchy rain possible
3,28,2011,600,25°C,0.0 mm,Overcast
3,28,2011,900,27°C,0.0 mm,Overcast
3,28,2011,1200,27°C,0.0 mm,Cloudy
3,28,2011,1500,27°C,0.0 mm,Partly cloudy
3,28,2011,1800,25°C,0.0 mm,Cloudy
3,29,2011,600,25°C,0.0 mm,Cloudy
3,29,2011,900,28°C,0.0 mm,Partly cloudy
3,29,2011,1200,28°C,0.0 mm,Partly cloudy
3,29,2011,1500,27°C,0.0 mm,Partly cloudy
3,29,2011,1800,26°C,0.0 mm,Cloudy
3,30,2011,600,25°C,0.0 mm,Overcast
3,30,2011,900,28°C,0.0 mm,Cloudy
3,30,2011,1200,28°C,0.0 mm,Partly cloudy
3,30,2011,1500,28°C,0.0 mm,Partly cloudy
3,30,2011,1800,25°C,0.0 mm,Cloudy
3,31,2011,600,25°C,0.0 mm,Overcast
3,31,2011,900,27°C,0.0 mm,Cloudy
3,31,2011,1200,27°C,0.0 mm,Cloudy
3,31,2011,1500,28°C,0.0 mm,Cloudy
3,31,2011,1800,24°C,0.0 mm,Cloudy
4,1,2011,600,26°C,0.0 mm,Cloudy
4,1,2011,900,28°C,0.0 mm,Clear
4,1,2011,1200,28°C,0.0 mm,Clear
4,1,2011,1500,28°C,0.0 mm,Clear
4,1,2011,1800,25°C,0.0 mm,Clear
4,2,2011,600,24°C,0.0 mm,Partly cloudy
4,2,2011,900,28°C,0.0 mm,Clear
4,2,2011,1200,28°C,0.0 mm,Clear
4,2,2011,1500,29°C,0.0 mm,Clear
4,2,2011,1800,26°C,0.0 mm,Clear
4,3,2011,600,24°C,0.0 mm,Partly cloudy
4,3,2011,900,28°C,0.0 mm,Clear
4,3,2011,1200,29°C,0.0 mm,Clear
4,3,2011,1500,30°C,0.0 mm,Clear
4,3,2011,1800,26°C,0.0 mm,Clear
4,4,2011,600,25°C,0.0 mm,Cloudy
4,4,2011,900,28°C,0.0 mm,Partly cloudy
4,4,2011,1200,28°C,0.0 mm,Partly cloudy
4,4,2011,1500,28°C,0.0 mm,Partly cloudy
4,4,2011,1800,26°C,0.0 mm,Partly cloudy
4,5,2011,600,24°C,0.0 mm,Partly cloudy
4,5,2011,900,28°C,0.0 mm,Partly cloudy
4,5,2011,1200,28°C,0.0 mm,Partly cloudy
4,5,2011,1500,27°C,0.0 mm,Clear
4,5,2011,1800,25°C,0.0 mm,Clear
4,6,2011,600,24°C,0.0 mm,Partly cloudy
4,6,2011,900,27°C,0.0 mm,Partly cloudy
4,6,2011,1200,28°C,0.0 mm,Partly cloudy
4,6,2011,1500,28°C,0.0 mm,Clear
4,6,2011,1800,25°C,0.0 mm,Clear
4,7,2011,600,24°C,0.0 mm,Partly cloudy
4,7,2011,900,28°C,0.0 mm,Partly cloudy
4,7,2011,1200,28°C,0.0 mm,Partly cloudy
4,7,2011,1500,28°C,0.0 mm,Clear
4,7,2011,1800,25°C,0.0 mm,Clear
4,8,2011,600,24°C,0.0 mm,Clear
4,8,2011,900,27°C,0.0 mm,Clear
4,8,2011,1200,29°C,0.0 mm,Clear
4,8,2011,1500,29°C,0.0 mm,Clear
4,8,2011,1800,25°C,0.0 mm,Clear
4,9,2011,600,24°C,0.0 mm,Cloudy
4,9,2011,900,25°C,0.0 mm,Overcast
4,9,2011,1200,26°C,0.0 mm,Cloudy
4,9,2011,1500,27°C,0.0 mm,Partly cloudy
4,9,2011,1800,25°C,0.0 mm,Cloudy
4,10,2011,600,25°C,0.0 mm,Partly cloudy
4,10,2011,900,28°C,0.0 mm,Clear
4,10,2011,1200,29°C,0.0 mm,Clear
4,10,2011,1500,29°C,0.0 mm,Clear
4,10,2011,1800,25°C,0.0 mm,Clear
4,11,2011,600,25°C,0.0 mm,Clear
4,11,2011,900,28°C,0.0 mm,Clear
4,11,2011,1200,29°C,0.0 mm,Clear
4,11,2011,1500,29°C,0.0 mm,Clear
4,11,2011,1800,26°C,0.0 mm,Clear
4,12,2011,600,26°C,0.0 mm,Partly cloudy
4,12,2011,900,27°C,0.0 mm,Partly cloudy
4,12,2011,1200,25°C,0.8 mm,Moderate rain at times
4,12,2011,1500,26°C,0.0 mm,Partly cloudy
4,12,2011,1800,24°C,0.0 mm,Cloudy
4,13,2011,600,25°C,0.0 mm,Cloudy
4,13,2011,900,28°C,0.0 mm,Partly cloudy
4,13,2011,1200,28°C,0.0 mm,Partly cloudy
4,13,2011,1500,27°C,0.0 mm,Partly cloudy
4,13,2011,1800,25°C,0.0 mm,Clear
4,14,2011,600,25°C,0.0 mm,Clear
4,14,2011,900,28°C,0.0 mm,Clear
4,14,2011,1200,29°C,0.0 mm,Clear
4,14,2011,1500,29°C,0.0 mm,Clear
4,14,2011,1800,26°C,0.0 mm,Clear
4,15,2011,600,24°C,0.0 mm,Partly cloudy
4,15,2011,900,28°C,0.0 mm,Clear
4,15,2011,1200,29°C,0.0 mm,Clear
4,15,2011,1500,30°C,0.0 mm,Clear
4,15,2011,1800,26°C,0.0 mm,Clear
4,16,2011,600,25°C,0.0 mm,Partly cloudy
4,16,2011,900,29°C,0.0 mm,Clear
4,16,2011,1200,31°C,0.0 mm,Clear
4,16,2011,1500,31°C,0.0 mm,Clear
4,16,2011,1800,26°C,0.0 mm,Partly cloudy
4,17,2011,600,25°C,0.0 mm,Partly cloudy
4,17,2011,900,30°C,0.0 mm,Clear
4,17,2011,1200,32°C,0.0 mm,Clear
4,17,2011,1500,31°C,0.0 mm,Clear
4,17,2011,1800,27°C,0.0 mm,Clear
4,18,2011,600,27°C,0.0 mm,Clear
4,18,2011,900,30°C,0.0 mm,Clear
4,18,2011,1200,31°C,0.0 mm,Partly cloudy
4,18,2011,1500,30°C,0.0 mm,Partly cloudy
4,18,2011,1800,27°C,0.0 mm,Partly cloudy
4,19,2011,600,27°C,0.0 mm,Clear
4,19,2011,900,29°C,0.0 mm,Clear
4,19,2011,1200,30°C,0.0 mm,Clear
4,19,2011,1500,29°C,0.0 mm,Partly cloudy
4,19,2011,1800,26°C,0.2 mm,Patchy rain possible
4,20,2011,600,26°C,0.0 mm,Partly cloudy
4,20,2011,900,29°C,0.0 mm,Clear
4,20,2011,1200,29°C,0.0 mm,Clear
4,20,2011,1500,29°C,0.3 mm,Patchy rain possible
4,20,2011,1800,26°C,0.0 mm,Clear
4,21,2011,600,26°C,0.0 mm,Partly cloudy
4,21,2011,900,29°C,0.0 mm,Partly cloudy
4,21,2011,1200,28°C,0.0 mm,Partly cloudy
4,21,2011,1500,28°C,0.0 mm,Clear
4,21,2011,1800,26°C,0.0 mm,Clear
4,22,2011,600,26°C,0.0 mm,Partly cloudy
4,22,2011,900,29°C,0.0 mm,Partly cloudy
4,22,2011,1200,29°C,0.0 mm,Partly cloudy
4,22,2011,1500,29°C,0.2 mm,Patchy rain possible
4,22,2011,1800,27°C,0.0 mm,Clear
4,23,2011,600,26°C,0.0 mm,Clear
4,23,2011,900,29°C,0.0 mm,Clear
4,23,2011,1200,30°C,0.0 mm,Clear
4,23,2011,1500,31°C,0.0 mm,Clear
4,23,2011,1800,28°C,0.0 mm,Clear
4,24,2011,600,26°C,0.0 mm,Partly cloudy
4,24,2011,900,29°C,0.0 mm,Clear
4,24,2011,1200,30°C,0.0 mm,Clear
4,24,2011,1500,31°C,0.0 mm,Clear
4,24,2011,1800,27°C,0.0 mm,Clear
4,25,2011,600,26°C,0.0 mm,Cloudy
4,25,2011,900,30°C,0.0 mm,Partly cloudy
4,25,2011,1200,29°C,0.0 mm,Partly cloudy
4,25,2011,1500,30°C,0.1 mm,Cloudy
4,25,2011,1800,27°C,0.0 mm,Partly cloudy
4,26,2011,600,27°C,0.0 mm,Partly cloudy
4,26,2011,900,30°C,0.0 mm,Clear
4,26,2011,1200,30°C,0.0 mm,Clear
4,26,2011,1500,30°C,0.0 mm,Clear
4,26,2011,1800,28°C,0.3 mm,Patchy rain possible
4,27,2011,600,27°C,0.0 mm,Clear
4,27,2011,900,30°C,0.0 mm,Partly cloudy
4,27,2011,1200,31°C,0.0 mm,Partly cloudy
4,27,2011,1500,30°C,0.7 mm,Moderate rain at times
4,27,2011,1800,27°C,0.9 mm,Moderate rain at times
4,28,2011,600,27°C,0.0 mm,Clear
4,28,2011,900,31°C,0.0 mm,Clear
4,28,2011,1200,32°C,0.0 mm,Clear
4,28,2011,1500,31°C,1.4 mm,Heavy rain at times
4,28,2011,1800,28°C,0.0 mm,Clear
4,29,2011,600,27°C,0.0 mm,Cloudy
4,29,2011,900,29°C,0.0 mm,Partly cloudy
4,29,2011,1200,29°C,0.0 mm,Partly cloudy
4,29,2011,1500,31°C,0.2 mm,Patchy rain possible
4,29,2011,1800,26°C,0.0 mm,Clear
4,30,2011,600,27°C,0.0 mm,Partly cloudy
4,30,2011,900,30°C,0.1 mm,Patchy rain possible
4,30,2011,1200,31°C,0.0 mm,Partly cloudy
4,30,2011,1500,29°C,0.0 mm,Partly cloudy
4,30,2011,1800,27°C,0.0 mm,Partly cloudy
5,1,2011,600,28°C,0.0 mm,Partly cloudy
5,1,2011,900,29°C,0.0 mm,Partly cloudy
5,1,2011,1200,31°C,0.0 mm,Clear
5,1,2011,1500,31°C,0.0 mm,Clear
5,1,2011,1800,28°C,0.0 mm,Clear
5,2,2011,600,28°C,0.0 mm,Partly cloudy
5,2,2011,900,30°C,0.0 mm,Clear
5,2,2011,1200,30°C,0.0 mm,Clear
5,2,2011,1500,30°C,0.0 mm,Clear
5,2,2011,1800,28°C,0.0 mm,Clear
5,3,2011,600,27°C,0.0 mm,Partly cloudy
5,3,2011,900,32°C,0.0 mm,Clear
5,3,2011,1200,31°C,0.0 mm,Clear
5,3,2011,1500,31°C,1.4 mm,Heavy rain at times
5,3,2011,1800,27°C,0.0 mm,Clear
5,4,2011,600,26°C,0.0 mm,Partly cloudy
5,4,2011,900,30°C,0.0 mm,Clear
5,4,2011,1200,30°C,0.0 mm,Partly cloudy
5,4,2011,1500,30°C,0.1 mm,Patchy rain possible
5,4,2011,1800,27°C,0.0 mm,Partly cloudy
5,5,2011,600,27°C,0.1 mm,Partly cloudy
5,5,2011,900,30°C,0.0 mm,Patchy rain possible
5,5,2011,1200,31°C,0.0 mm,Clear
